Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;Übrige;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;SGP;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;PdF;LfK;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
NW;05758;Herford;189792;143339;1422;141917;37690;52036;13427;11680;4552;15130;0;1648;2811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1080;1202;142137;33020;45277;13679;16671;5093;19032;0;1132;1658;1852;122;485;65;89;0;0;0;31;133;0;29;0;0;87;0;70;13;1883;394;0;0;0;178;32;43;159;0;655;0;255
NW;05762;Höxter;110898;86911;862;86049;38794;22900;6428;5268;2031;7512;0;824;1415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;805;86106;30754;22647;6635;9780;2382;9227;0;591;839;937;73;378;140;43;0;0;0;3;119;0;4;0;0;58;0;30;3;849;103;0;0;0;114;23;23;62;0;172;0;117
NW;05766;Lippe;265543;203774;2283;201491;53480;62840;19509;19265;6178;30036;0;2669;3746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3533;0;0;0;0;0;235;0;0;0;0;0;0;0;0;0;0;0;0;1862;201912;46554;62981;20160;23736;7385;26788;0;1648;2130;2623;208;766;190;119;0;0;0;31;224;0;25;0;0;159;0;101;15;3088;1380;0;0;0;285;88;68;206;0;629;0;325
NW;05770;Minden-Lübbecke;238990;180060;1643;178417;47127;67686;15873;14835;4720;18846;0;2417;3277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2298;1184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;1569;178491;42563;57433;16357;20699;5802;23462;0;1598;2088;2167;154;622;109;88;0;0;0;29;187;0;28;0;0;162;0;103;15;2393;1157;0;0;0;221;35;55;190;0;499;0;275
NW;05774;Paderborn;231534;178377;1540;176837;84669;33513;13152;9845;5532;22926;0;1443;3459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1395;176982;58419;39089;14360;21877;5858;26981;0;1137;1925;1863;135;600;134;108;0;0;0;28;191;0;26;0;0;148;0;79;22;2195;310;0;0;0;220;37;62;160;0;523;0;495
NW;05911;Bochum, Stadt;267771;202260;3130;199130;41796;78223;4270;17048;11427;34512;0;581;5786;0;0;0;0;0;0;0;0;611;0;0;0;0;0;488;0;0;4388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1495;200765;38393;67799;14552;18756;10378;37652;0;982;2560;2941;264;726;175;166;0;0;0;147;271;0;75;0;0;237;0;110;18;1633;115;0;0;0;264;66;61;170;0;1602;0;652
NW;05913;Dortmund, Stadt;406044;299669;2396;297273;58948;106732;22393;20686;11731;47336;0;2253;16807;6686;0;0;0;0;0;0;0;290;0;0;224;0;0;0;0;0;1226;0;0;0;0;0;0;0;0;0;1085;0;0;0;0;0;0;0;876;2005;297664;55447;101197;22036;28179;13927;53581;0;1597;5877;5604;448;1306;190;162;0;0;0;144;371;0;142;0;0;229;0;154;57;2285;122;0;0;0;342;65;75;255;0;2961;0;911
NW;05914;Hagen, Stadt der FernUniversität;127926;88648;1091;87557;23115;27668;9861;8264;3020;10854;0;1359;1808;0;0;0;0;0;0;0;0;138;0;0;0;0;0;0;0;0;764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;706;717;87931;20756;28917;9235;9455;3129;10044;0;636;1003;1546;92;326;55;54;0;0;0;65;127;0;26;0;0;67;0;34;3;657;72;0;0;0;133;16;34;110;0;1200;0;139
NW;05915;Hamm, Stadt;124312;90144;950;89194;25008;35641;8290;6328;3081;8711;0;1292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;761;89383;21680;31904;8256;9046;3004;9976;0;605;769;1301;121;333;49;46;0;0;0;1;124;0;15;0;0;53;0;39;10;658;51;0;0;0;136;23;29;74;0;861;0;219
NW;05916;Herne, Stadt;108561;75476;1029;74447;15193;32804;7593;5064;2601;8038;0;842;1464;0;0;0;0;0;0;0;0;139;0;0;0;0;0;0;0;0;709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;812;74664;14582;28941;7562;6450;2876;8526;0;472;821;1495;109;387;36;65;0;0;0;77;93;0;18;0;0;61;0;39;5;516;43;0;0;0;139;26;27;62;0;1096;0;140
NW;05954;Ennepe-Ruhr-Kreis;248951;192809;1812;190997;47960;67906;14289;16797;5247;28834;0;2229;3580;0;0;1434;0;0;0;0;0;233;0;0;0;0;0;0;0;0;2385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;1431;191378;43309;64147;14179;21156;6757;29134;0;1238;2211;2931;198;1051;187;120;0;0;0;116;253;0;67;0;0;139;0;88;17;2028;201;0;0;0;282;36;59;192;0;908;0;374
NW;05958;Hochsauerlandkreis;200496;156518;1101;155417;62810;50056;10068;10806;2685;12478;0;2224;2909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1024;155494;52017;44640;11532;18712;3989;15473;0;1583;1983;1943;122;462;99;87;0;0;0;14;181;0;11;0;0;80;0;52;8;1346;69;0;0;0;186;28;37;128;0;380;0;332
NW;05962;Märkischer Kreis;297658;217655;2023;215632;69815;66762;20415;20698;7100;20264;0;3242;0;4382;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;2867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1709;215946;59971;63876;20503;26189;7116;22871;0;1849;1899;4082;285;843;277;119;0;0;0;67;339;0;58;0;0;164;0;108;19;2514;392;0;0;0;346;41;72;222;0;1377;0;347
NW;05966;Olpe;101508;80864;652;80212;35001;21950;5622;7995;1503;6247;0;1031;0;0;0;0;0;0;0;0;0;0;0;0;134;0;0;0;0;0;729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;531;80333;30761;20716;5679;10163;1838;7252;0;630;614;811;81;208;73;34;0;0;0;11;96;0;34;0;0;34;0;29;6;658;39;0;0;0;87;14;20;60;0;239;0;146
NW;05970;Siegen-Wittgenstein;207672;162162;1336;160826;54042;48897;14424;13586;4900;16624;0;1868;3385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2215;0;0;0;0;0;0;0;0;0;836;0;0;0;0;0;0;0;49;1164;160998;42161;50327;14709;18597;5726;17842;0;1340;2043;2099;166;485;358;103;0;0;0;24;182;0;47;0;0;156;0;68;7;2107;467;0;0;0;198;36;51;134;0;886;0;679
NW;05974;Soest;231811;179003;1554;177449;58791;54614;13992;17826;5548;22154;0;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1174;177829;51697;51061;14206;21005;5520;24089;0;1176;1724;2260;156;666;118;89;0;0;0;12;246;0;31;0;0;121;0;89;13;2038;159;0;0;0;251;34;73;173;0;495;0;327
NW;05978;Unna;301407;226699;2080;224619;56068;92002;19008;14867;7935;28587;0;3285;0;0;0;0;0;0;0;0;0;185;0;0;0;0;0;0;0;0;2147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;535;1718;224981;50759;80813;18669;23004;7844;29195;0;1725;2545;3941;261;841;122;138;0;0;0;86;333;0;40;0;0;167;0;118;13;1657;148;0;0;0;342;34;74;260;0;1368;0;484
HE;06411;Darmstadt, Wissenschaftsstadt;105691;83408;883;82525;14878;20296;3855;7186;5762;25820;0;1203;1844;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;1182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;610;82798;12227;19427;4220;9102;6589;23868;0;723;913;902;47;414;167;83;0;0;0;60;76;0;43;0;0;202;0;0;0;983;116;0;0;11;0;29;0;0;0;785;0;1811
HE;06412;Frankfurt am Main, Stadt;428423;320014;3259;316755;70158;82035;15899;36135;23191;77152;0;4572;0;0;0;0;0;0;0;0;0;329;0;0;0;0;0;0;0;0;4599;0;0;0;0;0;0;0;0;0;2685;0;0;0;0;0;0;0;0;2600;317414;57575;71276;16034;46891;22285;78191;0;2696;2954;3470;201;1331;246;369;0;0;0;120;369;0;184;0;0;400;0;0;0;3520;267;0;0;71;0;95;0;0;0;4461;0;4408
HE;06413;Offenbach am Main, Stadt;67383;45484;636;44848;9965;12706;3554;3664;3545;8037;0;1095;639;0;0;486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;699;0;0;0;0;0;0;0;0;0;458;0;0;0;0;0;0;0;0;535;44949;8516;11291;3592;4930;3682;8636;0;591;433;682;47;320;44;61;0;0;0;9;64;0;34;0;0;50;0;0;0;572;20;0;0;11;0;6;0;0;0;1030;0;328
HE;06414;Wiesbaden, Landeshauptstadt;186735;136214;1607;134607;35375;34750;9192;13995;6652;25811;0;1602;1559;0;0;742;0;0;0;0;0;0;0;0;0;0;123;472;0;0;2327;0;0;0;0;0;103;0;0;0;1904;0;0;0;0;0;0;0;0;1348;134866;28523;33546;9588;18947;7128;26818;0;1411;1049;1651;104;525;139;135;0;0;0;34;152;0;35;0;0;252;0;0;0;1911;112;0;0;34;0;81;0;0;0;1367;0;1324
HE;06431;Bergstraße;197782;153176;1926;151250;46125;41124;14351;16175;4149;20955;0;4287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2748;0;0;0;0;0;0;0;0;951;0;0;0;0;0;0;0;0;385;1733;151443;37064;41124;14377;20432;4629;21457;0;2723;1221;3029;237;617;151;145;0;0;0;18;258;0;33;0;0;153;0;0;0;2465;176;0;0;63;0;47;0;0;0;533;0;491
HE;06432;Darmstadt-Dieburg;213688;166618;2552;164066;42695;52204;11957;15523;5702;26198;0;3676;1836;0;0;0;0;0;0;0;0;119;0;0;0;0;0;0;0;0;3199;0;0;0;0;0;0;0;0;0;593;0;0;0;0;0;0;0;364;2107;164511;35879;47486;12921;20496;6529;27161;0;2576;1637;2736;170;683;206;158;0;0;0;68;237;0;128;0;0;152;0;0;0;2779;306;0;0;81;0;45;0;0;0;937;0;1140
HE;06433;Groß-Gerau;174082;129261;1925;127336;35334;42598;10880;10726;5047;14890;0;3470;2430;0;0;0;0;0;0;0;0;127;0;0;0;0;0;0;0;0;1834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1677;127584;27301;37973;11246;14999;5394;18928;0;2478;1387;2163;149;545;137;141;0;0;0;81;214;0;92;0;0;175;0;0;0;1462;157;0;0;56;0;39;0;0;0;1998;0;469
HE;06434;Hochtaunuskreis;163309;133109;1313;131796;43936;30142;8474;16996;3394;22822;0;2931;307;0;0;1030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1073;132036;36123;28536;8693;22902;3992;22955;0;1830;951;1716;92;551;130;114;0;0;0;12;161;0;29;0;0;140;0;0;0;1662;92;0;0;62;0;42;0;0;0;572;0;679
HE;06435;Main-Kinzig-Kreis;297502;225899;3496;222403;62459;68639;25451;22746;7284;24857;0;6577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;833;3069;222830;52217;60895;25035;28832;7934;28935;0;4409;2046;4255;433;892;248;224;0;0;0;50;427;0;78;0;0;272;0;0;0;2865;186;0;0;87;0;54;0;0;0;1597;0;859
HE;06436;Main-Taunus-Kreis;165007;132823;1544;131279;42924;30438;9141;16394;3702;22487;0;3749;2444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1228;131595;34796;29684;9040;21229;4131;22796;0;2213;1109;1793;103;443;142;123;0;0;0;27;188;0;17;0;0;137;0;0;0;1596;86;0;0;49;0;29;0;0;0;1029;0;835
HE;06437;Odenwaldkreis;70263;52627;888;51739;13393;18558;5141;4567;1994;4953;0;1432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1229;0;0;0;0;0;0;0;0;0;308;0;0;0;0;0;0;0;164;810;51817;11720;16410;5563;6081;1984;5681;0;975;418;916;78;163;53;46;0;0;0;25;96;0;23;0;0;45;0;0;0;1047;68;0;0;17;0;19;0;0;0;170;0;219
HE;06438;Offenbach;237150;178661;2854;175807;54134;45489;13517;18190;5817;27215;0;4567;1390;0;0;671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;0;0;0;0;1777;0;0;0;0;0;0;0;40;2768;175893;44741;42976;13979;24705;6100;28358;0;2932;1508;2845;148;842;162;187;0;0;0;28;267;0;53;0;0;161;0;0;0;2647;133;0;0;55;0;52;0;0;0;1803;0;1211
HE;06439;Rheingau-Taunus-Kreis;138706;110891;1512;109379;30726;31986;8255;11956;2850;16925;0;4349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1744;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348;1102;109789;26924;28502;8954;15650;3625;17510;0;2190;912;1772;113;426;112;128;0;0;0;19;157;0;25;0;0;133;0;0;0;1589;158;0;0;35;0;44;0;0;0;301;0;510
HE;06440;Wetteraukreis;225537;175341;2623;172718;48003;51447;15968;19758;4944;22307;0;5694;0;0;0;1633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2289;173052;40778;45870;16141;23665;5996;25715;0;3844;1485;2990;626;989;176;190;0;0;0;28;303;0;37;0;0;162;0;0;0;2384;149;0;0;70;0;46;0;0;0;737;0;671
HE;06531;Gießen;199542;149069;2117;146952;41837;44711;12507;11249;6050;21314;0;4398;2837;0;0;0;0;0;0;0;0;0;0;0;209;0;0;0;0;0;1823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2144;146925;32552;39986;12795;15692;7579;25826;0;3438;1743;2133;189;506;225;167;0;0;0;29;179;0;104;0;0;205;0;0;0;1757;232;0;0;48;0;43;0;0;0;620;0;877
HE;06532;Lahn-Dill-Kreis;188484;138812;1988;136824;41973;44950;14749;10839;4175;11824;0;4031;2173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242;1684;137128;34434;40256;16388;15708;4486;14720;0;2705;1470;2033;363;410;228;107;0;0;0;16;216;0;67;0;0;110;0;0;0;1803;515;0;0;33;0;34;0;0;0;683;0;343
HE;06533;Limburg-Weilburg;128800;97154;1236;95918;30266;29792;8974;9207;2661;10326;0;2622;0;0;0;355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1510;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;1129;96025;26161;26625;9419;12295;2796;11324;0;1950;691;1559;158;490;65;76;0;0;0;9;148;0;16;0;0;78;0;0;0;1290;90;0;0;32;0;21;0;0;0;320;0;412
HE;06534;Marburg-Biedenkopf;181588;141581;1503;140078;36528;51630;12591;9334;6588;18709;0;2178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;374;1312;140269;31042;42098;12558;14789;8089;22347;0;1767;1178;1863;176;453;291;115;0;0;0;23;177;0;61;0;0;133;0;0;0;1828;275;0;0;43;0;32;0;0;0;497;0;434
HE;06535;Vogelsbergkreis;83998;64360;958;63402;19307;20190;8318;5236;2036;4700;0;1956;410;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;1080;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;951;63409;15613;19462;8010;7149;2324;5831;0;1554;527;886;149;189;70;55;0;0;0;10;118;0;27;0;0;38;0;0;0;963;96;0;0;25;0;7;0;0;0;126;0;180
HE;06611;Kassel, documenta-Stadt;137258;98835;1198;97637;17799;31616;6276;7757;7321;21324;0;1454;2030;0;0;0;0;0;0;0;0;204;0;0;0;0;0;0;0;0;1353;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;332;1042;97793;15444;27979;6699;9629;8140;22571;0;1002;1169;1308;75;468;127;109;0;0;0;114;120;0;73;0;0;130;0;0;0;1268;120;0;0;25;0;13;0;0;0;882;0;328
HE;06631;Fulda;169000;132799;1428;131371;52662;25737;20095;11439;3698;11516;0;3445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1944;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;445;1391;131408;42971;27057;17439;17162;3419;13547;0;2361;1103;1589;181;370;163;121;0;0;0;17;190;0;25;0;0;113;0;0;0;1861;410;0;0;56;0;49;0;0;0;330;0;874
HE;06632;Hersfeld-Rotenburg;92118;70127;1047;69080;15561;32784;8823;4248;1829;3563;0;1400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;739;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1005;69122;14699;26115;8906;7418;2059;5470;0;1126;537;937;123;196;39;35;0;0;0;18;109;0;8;0;0;46;0;0;0;704;176;0;0;46;0;13;0;0;0;137;0;205
HE;06633;Kassel;187564;145753;2362;143391;32935;61312;12241;11492;4754;14220;0;3129;846;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;1531;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;763;2164;143589;29199;55085;12844;15201;5210;16619;0;2291;1090;2295;158;530;114;105;0;0;0;47;235;0;29;0;0;100;0;0;0;1390;158;0;0;46;0;37;0;0;0;564;0;242
HE;06634;Schwalm-Eder-Kreis;141354;108617;1724;106893;25025;43764;10909;8182;2874;9456;0;3411;1615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1066;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;401;1767;106850;22135;39469;11476;11534;3389;10832;0;2799;950;1589;183;403;93;63;0;0;0;13;204;0;17;0;0;68;0;0;0;1018;152;0;0;39;0;34;0;0;0;216;0;174
HE;06635;Waldeck-Frankenberg;122315;89228;1309;87919;26183;27632;8838;9831;2377;8685;0;2444;409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1139;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;309;1417;87811;21710;28443;9068;10794;2631;9190;0;1963;637;1096;130;249;73;35;0;0;0;14;125;0;40;0;0;61;0;0;0;1102;134;0;0;27;0;12;0;0;0;141;0;136
HE;06636;Werra-Meißner-Kreis;79768;60778;818;59960;18966;23599;5381;2887;2061;4469;0;1760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;691;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;59;874;59904;13168;22464;5993;5389;2465;6125;0;1608;451;839;78;147;82;36;0;0;0;17;101;0;16;0;0;35;0;0;0;640;28;0;0;44;0;9;0;0;0;61;0;108
RP;07111;Koblenz, kreisfreie Stadt;82526;61749;694;61055;17972;17574;3661;4543;2198;9844;0;2518;1093;0;0;0;288;0;0;0;0;0;0;0;0;0;0;0;0;0;797;0;0;0;0;0;0;0;0;0;386;0;0;0;0;0;0;0;181;462;61287;14659;16576;3975;7002;2549;11335;0;1724;620;678;33;373;154;88;58;0;0;13;0;0;0;0;0;74;0;0;0;687;0;0;0;0;0;27;0;0;0;319;0;343
RP;07131;Ahrweiler;100730;76960;873;76087;27124;22827;4585;6261;1684;8685;0;3364;0;0;0;0;419;0;0;0;0;0;0;0;0;0;0;0;0;0;933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;659;76301;22848;20933;4816;9328;1935;10133;0;2401;593;1024;78;345;202;59;57;0;0;11;0;0;0;0;0;64;0;0;0;748;0;0;0;0;0;33;0;0;0;387;0;306
RP;07132;Altenkirchen (Westerwald);99851;75958;816;75142;24444;22207;7183;7440;2126;6565;0;2649;1277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;937;0;0;0;0;0;0;0;0;248;0;0;0;0;0;0;0;0;66;630;75328;20920;22931;7561;8743;2316;6813;0;2063;781;1101;112;287;110;50;48;0;0;21;0;0;0;0;0;57;0;0;0;966;0;0;0;0;0;23;0;0;0;216;0;209
RP;07133;Bad Kreuznach;119761;91666;1322;90344;26653;29711;8001;6697;2878;7592;0;3816;1129;0;0;0;1513;0;0;0;0;0;0;0;0;0;0;0;0;0;1345;0;0;0;0;0;169;0;0;0;591;0;0;0;0;0;0;0;249;935;90731;22422;29012;8219;10437;2953;9738;0;2649;720;1378;97;339;440;70;49;0;0;18;0;0;0;0;0;80;0;0;0;1297;0;0;0;0;0;79;0;0;0;271;0;463
RP;07134;Birkenfeld;62619;46443;686;45757;12936;15265;4971;3056;1416;2366;0;3832;708;0;0;0;205;0;0;0;0;0;0;0;0;0;0;0;0;0;652;0;0;0;0;0;57;0;0;0;180;0;0;0;0;0;0;0;113;516;45927;11011;15247;5291;5267;1501;3165;0;1967;462;676;81;158;97;42;43;0;0;12;0;0;0;0;0;35;0;0;0;633;0;0;0;0;0;26;0;0;0;68;0;145
RP;07135;Cochem-Zell;48546;38184;708;37476;14319;9905;2801;3840;0;3301;0;2187;0;0;0;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;576;0;0;0;0;0;0;0;0;0;269;0;0;0;0;0;0;0;64;394;37790;12701;10303;2865;4464;933;3166;0;1556;289;533;35;139;66;31;26;0;0;5;0;0;0;0;0;22;0;0;0;402;0;0;0;0;0;12;0;0;0;63;0;179
RP;07137;Mayen-Koblenz;166051;127280;1639;125641;42273;37577;10204;10233;2958;12455;0;6571;761;0;0;0;484;0;0;0;0;0;0;0;0;0;0;0;0;0;1515;0;0;0;0;0;0;0;0;0;209;0;0;0;0;0;0;0;401;1165;126115;35196;37487;10656;14579;3288;14024;0;4588;1088;1705;108;575;240;102;91;0;0;19;0;0;0;0;0;89;0;0;0;1353;0;0;0;0;0;45;0;0;0;437;0;445
RP;07138;Neuwied;138267;105879;1242;104637;32986;32113;9627;8491;2879;9994;0;5383;1499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1240;0;0;0;0;0;0;0;0;297;0;0;0;0;0;0;0;0;128;914;104965;27418;31087;9943;12008;3101;12117;0;3797;965;1445;102;414;135;102;51;0;0;10;0;0;0;0;0;96;0;0;0;1320;0;0;0;0;0;47;0;0;0;476;0;331
RP;07140;Rhein-Hunsrück-Kreis;80453;63461;959;62502;21266;16104;5496;7970;0;6450;0;2898;0;0;0;0;406;0;0;0;0;0;0;0;0;0;0;0;0;0;1148;0;0;0;0;0;0;0;0;0;632;0;0;0;0;0;0;0;132;647;62814;16867;18055;5820;8095;1817;6140;0;2459;539;844;69;237;206;63;39;0;0;10;0;0;0;0;0;50;0;0;0;914;0;0;0;0;0;25;0;0;0;140;0;425
RP;07141;Rhein-Lahn-Kreis;94277;72716;1098;71618;19840;24321;5966;5680;2062;6618;0;4418;1268;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;1083;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;154;743;71973;16707;24143;6208;7670;2262;7901;0;3149;735;1139;71;253;132;68;49;0;0;14;0;0;0;0;0;53;0;0;0;966;0;0;0;0;0;32;0;0;0;164;0;257
RP;07143;Westerwaldkreis;155376;121053;1544;119509;37752;36417;10250;11687;3172;10107;0;6053;2119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;1028;120025;33615;35327;10658;14297;3311;12131;0;4406;1230;1717;147;440;145;102;74;0;0;19;0;0;0;0;0;111;0;0;0;1456;0;0;0;0;0;48;0;0;0;439;0;352
RP;07211;Trier, kreisfreie Stadt;78348;58177;494;57683;13226;18681;3112;4021;2885;10806;0;1621;1071;0;0;0;344;0;0;0;0;0;0;0;97;0;0;0;0;0;735;0;0;0;0;0;0;0;0;158;543;0;0;0;0;0;0;0;383;414;57763;11459;16366;3316;6276;3149;12519;0;1276;679;667;40;243;174;81;60;0;0;11;0;0;0;0;0;101;0;0;0;695;0;0;0;0;0;14;0;0;0;191;0;446
RP;07231;Bernkastel-Wittlich;85718;66259;1185;65074;21045;19413;4769;6466;783;5639;0;4714;442;0;0;0;490;0;0;0;0;0;0;0;0;0;0;0;0;0;1037;0;0;0;0;0;0;0;0;0;223;0;0;0;0;0;0;0;53;764;65495;18999;18877;4993;7832;1890;6188;0;3449;513;867;49;231;190;47;47;0;0;5;0;0;0;0;0;41;0;0;0;871;0;0;0;0;0;28;0;0;0;125;0;253
